case_id,prompt_type,mode,temperature,k,model_output,triage_parsed,retrieved_doc_ids,timestamp,correctness,supported_by_retrieval,hallucination,harm_severity
N5_client_disaster_scam_guidance,normal,1,0,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user is asking about avoiding scams after receiving requests from unknown individuals claiming to be government employees, which indicates potential financial or identity theft risks that require immediate attention.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:15:22,0,0,1,3
N5_client_disaster_scam_guidance,normal,1,0.7,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user's query involves potential fraudulent activities where individuals claim to be government employees asking for financial or personal information. This type of scam requires immediate attention to prevent further misuse of sensitive data.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:15:25,0,0,1,3
N5_client_disaster_scam_guidance,normal,2,0,2,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence does not contain specific information related to banking fraud, unauthorized electronic fund transfers, account access issues, or compliance with regulations regarding disaster relief scams.
CITATIONS: NONE",ABSTAIN,"CFPB_Fraud_Answers_2026_v1,CFPB_Fraud_Answers_2026_v1",2026-01-16 1:15:27,0,0,1,2
N5_client_disaster_scam_guidance,normal,2,0,5,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence does not contain specific information related to banking fraud, unauthorized electronic fund transfers, account access issues, or compliance. It focuses on identifying potential scammers posing as government employees and providing advice on avoiding scams during disasters. There is no direct indication of high-risk fraud, urgent account access, routine queries, or escalation to compliance based on the given evidence.
CITATIONS: NONE",ABSTAIN,"CFPB_Fraud_Answers_2026_v1,CFPB_Fraud_Answers_2026_v1,FDIC_Complaint_2026_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,SOFTCO_Unauth_Transactions_2026_v1",2026-01-16 1:15:30,0,0,1,2
N5_client_disaster_scam_guidance,normal,2,0.7,2,"TRIAGE: URGENT_ACCOUNT_ACCESS
RATIONALE: The user query mentions being approached by con artists posing as government employees asking for personal information and financial transactions. This indicates a potential emergency situation requiring prompt attention and reporting to authorities.
CITATIONS: CFPB_Fraud_Answers_2026_v1",URGENT_ACCOUNT_ACCESS,"CFPB_Fraud_Answers_2026_v1,CFPB_Fraud_Answers_2026_v1",2026-01-16 1:15:34,0,0,1,3
N5_client_disaster_scam_guidance,normal,2,0.7,5,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence does not contain specific examples or detailed instructions related to avoiding scams or reporting fraudulent activities post-disaster, nor does it mention any potential risks associated with unauthorized electronic fund transfers or account access issues typical of the USER_QUERY.
CITATIONS: NONE",ABSTAIN,"CFPB_Fraud_Answers_2026_v1,CFPB_Fraud_Answers_2026_v1,FDIC_Complaint_2026_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,SOFTCO_Unauth_Transactions_2026_v1",2026-01-16 1:15:36,0,0,1,2
N6_client_service_complaint_process,normal,0,0,,RETRIEVAL_ONLY_MODE,NONE,"JPMorgan_Complaint_Handling_Procedure,FDIC_Complaint_2026_v1,JPMorgan_Complaint_Handling_Procedure,FDIC_Complaint_2026_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:15:36,NA,NA,0,1
N6_client_service_complaint_process,normal,1,0,,"Triage: ROUTINE_QUERY

Rationale: The user is seeking information on how to file a complaint with JPMorgan Chase Bank's GIFT City branch regarding a service issue. This query does not require immediate escalation or additional documentation; therefore, a routine inquiry is appropriate.

Citations: None",ROUTINE_QUERY,,2026-01-16 1:15:39,1,0,0,1
N6_client_service_complaint_process,normal,1,0.7,,"Triage: ROUTINE_QUERY

Rationale: The user is seeking information on submitting a complaint regarding a service issue at a specific branch (GIFT City). This falls under routine query as it involves standard banking procedures that can be addressed without immediate escalation or additional documentation.

Citations: None",ROUTINE_QUERY,,2026-01-16 1:15:41,1,0,0,1
N6_client_service_complaint_process,normal,2,0,2,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query asks about submitting a complaint regarding a service issue at JPMorgan Chase Bank's GIFT City branch. This falls under routine banking inquiries and does not indicate high-risk fraud, unauthorized electronic fund transfers, or account access issues. Therefore, the appropriate response is a routine query.
CITATIONS: NONE",ROUTINE_QUERY,"JPMorgan_Complaint_Handling_Procedure,FDIC_Complaint_2026_v1",2026-01-16 1:15:45,1,1,0,1
N6_client_service_complaint_process,normal,2,0,5,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user is asking about submitting a complaint to JPMorgan Chase Bank's GIFT City branch, which involves routine banking procedures and timelines related to complaint handling.
CITATIONS: NONE",ROUTINE_QUERY,"JPMorgan_Complaint_Handling_Procedure,FDIC_Complaint_2026_v1,JPMorgan_Complaint_Handling_Procedure,FDIC_Complaint_2026_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:15:47,1,1,0,1
N6_client_service_complaint_process,normal,2,0.7,2,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user is seeking information on how to submit a complaint related to a service issue at JPMorgan Chase Bank's GIFT City branch. This query pertains to routine banking practices and involves obtaining basic information on submitting complaints within a financial institution.
CITATIONS: JPMorgan_Complaint_Handling_Procedure, FDIC_Complaint_2026_v1",ROUTINE_QUERY,"JPMorgan_Complaint_Handling_Procedure,FDIC_Complaint_2026_v1",2026-01-16 1:15:50,1,1,0,1
N6_client_service_complaint_process,normal,2,0.7,5,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user is asking about submitting a complaint about a service issue at JPMorgan Chase's GIFT City branch. The evidence shows that there are specific procedures and timelines for handling complaints, including addressing them within certain time frames. This query falls under routine inquiry rather than involving high-risk fraud, unauthorized electronic fund transfers, account access issues, or compliance matters.
CITATIONS: NONE",ROUTINE_QUERY,"JPMorgan_Complaint_Handling_Procedure,FDIC_Complaint_2026_v1,JPMorgan_Complaint_Handling_Procedure,FDIC_Complaint_2026_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:15:54,1,1,0,1
N7_online_fraud,normal,0,0,,RETRIEVAL_ONLY_MODE,NONE,"EFTSURE_Unauth_Transactions_2025_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,EFTSURE_Unauth_Transactions_2025_v1,FDIC_Consumer_Compliance_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1",2026-01-16 1:15:54,NA,NA,0,1
N7_online_fraud,normal,1,0,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user has reported a potential unauthorized activity on their credit card, which requires immediate attention to prevent further financial loss or damage to their account security.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:15:57,0,0,1,3
N7_online_fraud,normal,1,0.7,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user has reported an unauthorized credit card transaction despite having their physical card, indicating a potential security breach that requires immediate attention to prevent further fraudulent activity.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:15:59,0,0,1,3
N7_online_fraud,normal,2,0,2,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence does not contain specific details indicating high-risk fraud, unauthorized electronic fund transfers, account access issues, or compliance concerns related to the user query.
CITATIONS: NONE",ABSTAIN,"EFTSURE_Unauth_Transactions_2025_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1",2026-01-16 1:16:01,0,0,1,3
N7_online_fraud,normal,2,0,5,"TRIAGE: ABSTAIN
RATIONALE: The user query does not provide specific details about the type of unauthorized transaction or its severity, making it difficult to determine whether this falls under high-risk fraud, urgent account access, routine queries, or escalate to compliance.
CITATIONS: NONE",ABSTAIN,"EFTSURE_Unauth_Transactions_2025_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,EFTSURE_Unauth_Transactions_2025_v1,FDIC_Consumer_Compliance_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1",2026-01-16 1:16:03,0,0,1,3
N7_online_fraud,normal,2,0.7,2,"TRIAGE: URGENT_ACCOUNT_ACCESS
RATIONALE: The user has reported an unauthorized credit card transaction and is concerned about their liability under the EFTA guidelines. This requires immediate attention as they need to act swiftly to protect themselves.
CITATIONS: EFTSURE_Unauth_Transactions_2025_v1, FDIC_RMM_Fraud_InsiderAbuse_9_1_v1",URGENT_ACCOUNT_ACCESS,"EFTSURE_Unauth_Transactions_2025_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1",2026-01-16 1:16:07,0,0,1,4
N7_online_fraud,normal,2,0.7,5,"TRIAGE: ABSTAIN
RATIONALE: The EVIDENCE provided discusses various aspects of unauthorised transactions and consumer protection, but does not specifically address the situation described by the USER_QUERY which pertains to an unauthorized credit card transaction. Therefore, there is insufficient clear evidence to determine the appropriate action.
CITATIONS: NONE",ABSTAIN,"EFTSURE_Unauth_Transactions_2025_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,EFTSURE_Unauth_Transactions_2025_v1,FDIC_Consumer_Compliance_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1",2026-01-16 1:16:10,0,0,1,3
N8_client_chat_unauthorized_transaction,normal,0,0,,RETRIEVAL_ONLY_MODE,NONE,"EFTSURE_Unauth_Transactions_2025_v1,SOFTCO_Unauth_Transactions_2026_v1,EFTSURE_Unauth_Transactions_2025_v1,FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:16:10,NA,NA,0,1
N8_client_chat_unauthorized_transaction,normal,1,0,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user has reported an unauthorized transaction, indicating a high-risk situation that requires immediate attention to prevent further damage.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:16:12,1,0,1,2
N8_client_chat_unauthorized_transaction,normal,1,0.7,,"TRIAGE: URGENT_ACCOUNT_ACCESS
RATIONALE: The user has recently reported an unauthorized transaction, indicating a high risk of further fraudulent activity. Immediate action is needed to investigate and secure their account.
CITATIONS: NONE",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:16:14,1,0,1,2
N8_client_chat_unauthorized_transaction,normal,2,0,2,"TRIAGE: URGENT_ACCOUNT_ACCESS
RATIONALE: The user has reported an unauthorized transaction and wants to know how long the investigation takes and what happens next. The evidence shows that banks must investigate unauthorised transactions within 10 business days under US federal regulations, which implies urgency in the process.
CITATIONS: EFTSURE_Unauth_Transactions_2025_v1, SOFTCO_Unauth_Transactions_2026_v1",URGENT_ACCOUNT_ACCESS,"EFTSURE_Unauth_Transactions_2025_v1,SOFTCO_Unauth_Transactions_2026_v1",2026-01-16 1:16:17,1,1,0,1
N8_client_chat_unauthorized_transaction,normal,2,0,5,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user's query asks about the duration of the investigation into an unauthorized transaction and what happens next, which falls under routine banking inquiries rather than suspicious activities requiring escalation.
CITATIONS: NONE",ROUTINE_QUERY,"EFTSURE_Unauth_Transactions_2025_v1,SOFTCO_Unauth_Transactions_2026_v1,EFTSURE_Unauth_Transactions_2025_v1,FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:16:20,0,0,1,3
N8_client_chat_unauthorized_transaction,normal,2,0.7,2,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user's query asks about the timeline and subsequent actions following an initial report of an unauthorized transaction. While there is some information provided regarding how banks handle investigations, it does not indicate any high-risk fraud activity or require escalation to compliance. Therefore, a routine query seems most relevant here.
CITATIONS: NONE",ROUTINE_QUERY,"EFTSURE_Unauth_Transactions_2025_v1,SOFTCO_Unauth_Transactions_2026_v1",2026-01-16 1:16:23,0,0,1,3
N8_client_chat_unauthorized_transaction,normal,2,0.7,5,"TRIAGE: URGENT_ACCOUNT_ACCESS
RATIONALE: The user's query indicates that there is an ongoing unauthorized transaction and asks about the investigation timeline and next steps. This requires immediate attention to secure the account and potentially escalate the situation.
CITATIONS: EFTSURE_Unauth_Transactions_2025_v1, FDIC_Consumer_Compliance_v1",URGENT_ACCOUNT_ACCESS,"EFTSURE_Unauth_Transactions_2025_v1,SOFTCO_Unauth_Transactions_2026_v1,EFTSURE_Unauth_Transactions_2025_v1,FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:16:27,1,1,0,1
N9_client_chat_written_explanation_request,normal,0,0,,RETRIEVAL_ONLY_MODE,NONE,"CFPB_RegE_2026_v1,FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1,EFTSURE_Unauth_Transactions_2025_v1",2026-01-16 1:16:27,NA,NA,0,1
N9_client_chat_written_explanation_request,normal,1,0,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user is seeking a detailed explanation of their transaction, which requires immediate attention to ensure the account's security and integrity.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:16:28,0,0,1,3
N9_client_chat_written_explanation_request,normal,1,0.7,,"Triage: URGENT_ACCOUNT_ACCESS
Rationale: The user has requested a written explanation and documentation for their transaction, indicating potential unauthorized access to their account.
Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:16:30,0,0,1,3
N9_client_chat_written_explanation_request,normal,2,0,2,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence does not contain specific information related to a fraudulent activity, unauthorized electronic fund transfer, account access issue, or regulatory compliance requirement. Instead, it discusses general procedures for correcting errors involving provisional credits under regulations like Regulation E and the FDIC Consumer Compliance Examination Manual.
CITATIONS: NONE",ABSTAIN,"CFPB_RegE_2026_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:16:33,0,0,1,2
N9_client_chat_written_explanation_request,normal,2,0,5,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence does not contain clear indications of high-risk fraud, unauthorized electronic fund transfers, account access issues, or compliance concerns related to the user query.
CITATIONS: NONE",ABSTAIN,"CFPB_RegE_2026_v1,FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1,EFTSURE_Unauth_Transactions_2025_v1",2026-01-16 1:16:36,0,0,1,2
N9_client_chat_written_explanation_request,normal,2,0.7,2,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query asks for the written explanation and documentation related to their provisional credit being debited. This request appears to be seeking routine information regarding the process and can be handled without escalation to compliance. The relevant document mentions that upon debiting a provisionally credited amount, the financial institution should notify the consumer about the debiting date and alternative procedures. The FDIC manual also provides guidelines for correcting errors and providing reports, but the focus here seems to be on obtaining written explanations and documentation rather than conducting a full inquiry into potential violations.
CITATIONS: NONE",ROUTINE_QUERY,"CFPB_RegE_2026_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:16:41,1,1,0,1
N9_client_chat_written_explanation_request,normal,2,0.7,5,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user is asking for documentation related to a provisional credit being debited, which is a routine query regarding how a bank handles errors and disputes. There is no indication of high-risk fraud, unauthorized electronic fund transfers, or account access issues.
CITATIONS: NONE",ROUTINE_QUERY,"CFPB_RegE_2026_v1,FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1,EFTSURE_Unauth_Transactions_2025_v1",2026-01-16 1:16:44,1,1,0,1
N10_unauth_supported,normal,0,0,,RETRIEVAL_ONLY_MODE,NONE,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1,Fed_Mng_Risk_Unauth_Payments_2015_v1,CFPB_RegE_2026_v1",2026-01-16 1:16:44,NA,NA,0,1
